station_id,user_id,user_state,station_name,station_play_date,listening_hours,daily_session_starts
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/16/21 0:00,0.209166667,1
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/17/21 0:00,0.226666667,1
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/18/21 0:00,0.503888889,1
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/20/21 0:00,0.5475,1
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/22/21 0:00,0.519722222,2
308204,0019614D-9679-4F47-A9D8-7B4F54DB0487-777,MS,Ole Miss Baseball,4/24/21 0:00,0.343055556,1
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,DC,Smooth Jazz (Premium),3/29/21 0:00,102.7338889,66
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,VA,Smooth Jazz (Premium),4/10/21 0:00,0.385,22
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,DC,Smooth Jazz (Premium),4/15/21 0:00,0.666111111,66
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,DC,Smooth Jazz (Premium),4/22/21 0:00,16.53666667,22
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,DC,Smooth Jazz (Premium),4/24/21 0:00,7.516666667,66
235257,001A62A3-3668-4337-BD19-34BD480BC107-777,DC,Smooth Jazz (Premium),4/25/21 0:00,85.45166667,484
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,3/29/21 0:00,1.627222222,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,3/30/21 0:00,0.358888889,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/1/21 0:00,2.295,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/2/21 0:00,2.294722222,0
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/3/21 0:00,0.060833333,0
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/5/21 0:00,0.230277778,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/6/21 0:00,1.628888889,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/7/21 0:00,1.237222222,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/8/21 0:00,1.369444444,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/9/21 0:00,2.111944444,4
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/12/21 0:00,0.731666667,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/13/21 0:00,1.018055556,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/14/21 0:00,0.175277778,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/15/21 0:00,0.730277778,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/16/21 0:00,0.727222222,1
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/19/21 0:00,1.323611111,2
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/20/21 0:00,1.877777778,4
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/21/21 0:00,1.9275,6
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/22/21 0:00,1.447777778,4
272036,001F1A91-9419-40A5-BD0C-DDFC76A2BCFD-109,CA,MSNBC - Premium,4/23/21 0:00,0,1
235337,001FAA10-7170-41ED-9450-33F3CF840A7D-777,OH,Classic Hip Hop (Premium),4/2/21 0:00,0.321666667,6
309346,001FAA10-7170-41ED-9450-33F3CF840A7D-777,OH,CNN - Premium,4/2/21 0:00,0,2
273493,001FAA10-7170-41ED-9450-33F3CF840A7D-777,OH,Hot Hip Hop and R&B (Premium),4/2/21 0:00,0.097777778,6
308180,001FAA10-7170-41ED-9450-33F3CF840A7D-777,OH,South Carolina Baseball,4/22/21 0:00,0,4
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,3/30/21 0:00,4.001111111,4
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,3/31/21 0:00,6.835555556,0
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/9/21 0:00,9.49,16
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/10/21 0:00,5.144444444,16
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/15/21 0:00,4.003333333,4
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/16/21 0:00,7.066666667,8
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/17/21 0:00,1.23,4
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/19/21 0:00,2.303333333,12
306901,001cc13d-88ca-4a3f-a304-ef2459e05c2a-500,TX,FOX News Radio - Premium,4/21/21 0:00,10.35555556,12
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,3/29/21 0:00,28.83333333,10
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,4/2/21 0:00,10.68611111,10
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,4/6/21 0:00,10.95,10
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,4/9/21 0:00,4.55,10
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,4/10/21 0:00,8.530555556,20
272036,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,MSNBC - Premium,4/11/21 0:00,0,10
309346,00206BEF-78B9-4BFF-B3DE-6127300BE004-777,CA,CNN - Premium,4/11/21 0:00,4.433333333,10
297990,0020A612-4286-48E7-8C04-319058974E3D-777,WA,MSNBC,4/13/21 0:00,0.303333333,12
272036,0020A612-4286-48E7-8C04-319058974E3D-777,WA,MSNBC - Premium,4/15/21 0:00,1.606666667,12
272036,0020A612-4286-48E7-8C04-319058974E3D-777,WA,MSNBC - Premium,4/20/21 0:00,0,12
272036,0020A612-4286-48E7-8C04-319058974E3D-777,WA,MSNBC - Premium,4/21/21 0:00,15.64666667,12
25876,0020D320-2F39-4D57-81C4-987018E75170-777,DC,ESPN Radio,4/7/21 0:00,0,2
309346,002257BF-FE2B-44D6-863F-BF9EFC7B697E-777,ME,CNN - Premium,3/31/21 0:00,0.005833333,7
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,3/29/21 0:00,17.48,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,3/30/21 0:00,16.72333333,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,OR,MSNBC,3/31/21 0:00,2.186666667,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,OR,MSNBC,4/1/21 0:00,3.096666667,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,OR,MSNBC,4/2/21 0:00,18.05666667,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/3/21 0:00,48.54333333,36
297990,0024FA53-3886-442C-9043-117099CB6D43-777,OR,MSNBC,4/6/21 0:00,7.98,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/7/21 0:00,0.286666667,0
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/8/21 0:00,4.42,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/11/21 0:00,11.81333333,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/12/21 0:00,0.72,0
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/13/21 0:00,7.28,0
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/14/21 0:00,11.16333333,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/15/21 0:00,9.453333333,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/16/21 0:00,27.49,36
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/19/21 0:00,17.33666667,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/20/21 0:00,2.733333333,0
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/21/21 0:00,3.803333333,24
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/22/21 0:00,23.43333333,0
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/23/21 0:00,9.11,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/24/21 0:00,4.74,12
297990,0024FA53-3886-442C-9043-117099CB6D43-777,WA,MSNBC,4/25/21 0:00,9.976666667,12
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,3/29/21 0:00,1.444166667,2
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,3/30/21 0:00,0,2
257147,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Winnipeg Jets,3/31/21 0:00,0.001111111,1
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,3/31/21 0:00,1.677222222,2
149879,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Ottawa Senators,4/3/21 0:00,0.366666667,1
149882,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Carolina Hurricanes,4/4/21 0:00,0.274722222,1
149879,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Ottawa Senators,4/5/21 0:00,0.32,1
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,4/7/21 0:00,1.093611111,1
259291,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Canadiens de Montréal,4/8/21 0:00,0.013333333,1
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,4/8/21 0:00,0,1
137385,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Montreal Canadiens,4/8/21 0:00,0.006944444,1
257147,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Winnipeg Jets,4/8/21 0:00,1.940833333,3
149879,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Ottawa Senators,4/14/21 0:00,1.498333333,3
149876,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Toronto Maple Leafs,4/15/21 0:00,0.121944444,1
149879,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Ottawa Senators,4/19/21 0:00,1.164166667,1
137385,0027576a-87bd-46f7-9f34-a076781132a7-500,TX,Montreal Canadiens,4/23/21 0:00,0.760833333,1
25876,0027f397-9b5b-46bb-810f-330c3606d492-500,FL,ESPN Radio,4/9/21 0:00,0.005,2
224540,0027f397-9b5b-46bb-810f-330c3606d492-500,FL,ESPN Talk Show Podcasts 24/7,4/10/21 0:00,0.002222222,2
272036,002AB119-0F30-4035-8B1B-C86CDA5F71B6-777,CA,MSNBC - Premium,3/29/21 0:00,66.725,68
309346,002AB119-0F30-4035-8B1B-C86CDA5F71B6-777,CA,CNN - Premium,3/29/21 0:00,7.508333333,34
